"","Date","Value"
"98334741",2017-08-27 08:53:16.619,-14
"98334751",2017-08-27 08:53:16.625,-14
"98334761",2017-08-27 08:53:16.630,-14
"98334771",2017-08-27 08:53:16.634,-12
"98334781",2017-08-27 08:53:16.640,-12
"98334791",2017-08-27 08:53:16.644,-13
"98334801",2017-08-27 08:53:16.650,-13
"98334811",2017-08-27 08:53:16.654,-13
"98334821",2017-08-27 08:53:16.660,-10
"98334831",2017-08-27 08:53:16.664,-8
"98334841",2017-08-27 08:53:16.670,-9
"98334851",2017-08-27 08:53:16.674,-11
"98334861",2017-08-27 08:53:16.680,-9
"98334871",2017-08-27 08:53:16.684,-6
"98334881",2017-08-27 08:53:16.690,-4
"98334891",2017-08-27 08:53:16.694,-6
"98334901",2017-08-27 08:53:16.700,-11
"98334911",2017-08-27 08:53:16.704,-12
"98334921",2017-08-27 08:53:16.710,-13
"98334931",2017-08-27 08:53:16.714,-14
"98334941",2017-08-27 08:53:16.720,-13
"98334951",2017-08-27 08:53:16.724,-9
"98334961",2017-08-27 08:53:16.730,1
"98334971",2017-08-27 08:53:16.734,25
"98334981",2017-08-27 08:53:16.740,61
"98334991",2017-08-27 08:53:16.744,85
"98335001",2017-08-27 08:53:16.750,74
"98335011",2017-08-27 08:53:16.755,32
"98335021",2017-08-27 08:53:16.759,-5
"98335031",2017-08-27 08:53:16.765,-15
"98335041",2017-08-27 08:53:16.769,-6
"98335051",2017-08-27 08:53:16.775,4
"98335061",2017-08-27 08:53:16.779,8
"98335071",2017-08-27 08:53:16.785,7
"98335081",2017-08-27 08:53:16.789,5
"98335091",2017-08-27 08:53:16.795,4
"98335101",2017-08-27 08:53:16.799,2
"98335111",2017-08-27 08:53:16.805,2
"98335121",2017-08-27 08:53:16.809,1
"98335131",2017-08-27 08:53:16.815,1
"98335141",2017-08-27 08:53:16.819,2
"98335151",2017-08-27 08:53:16.825,2
"98335161",2017-08-27 08:53:16.829,0
"98335171",2017-08-27 08:53:16.835,0
"98335181",2017-08-27 08:53:16.839,2
"98335191",2017-08-27 08:53:16.845,4
"98335201",2017-08-27 08:53:16.849,3
"98335211",2017-08-27 08:53:16.855,3
"98335221",2017-08-27 08:53:16.859,3
"98335231",2017-08-27 08:53:16.865,2
"98335241",2017-08-27 08:53:16.869,3
"98335251",2017-08-27 08:53:16.875,5
"98335261",2017-08-27 08:53:16.880,5
"98335271",2017-08-27 08:53:16.884,5
"98335281",2017-08-27 08:53:16.890,8
"98335291",2017-08-27 08:53:16.894,11
"98335301",2017-08-27 08:53:16.900,10
"98335311",2017-08-27 08:53:16.904,8
"98335321",2017-08-27 08:53:16.910,10
"98335331",2017-08-27 08:53:16.914,13
"98335341",2017-08-27 08:53:16.920,15
"98335351",2017-08-27 08:53:16.924,15
"98335361",2017-08-27 08:53:16.930,15
"98335371",2017-08-27 08:53:16.934,18
"98335381",2017-08-27 08:53:16.940,21
"98335391",2017-08-27 08:53:16.944,22
"98335401",2017-08-27 08:53:16.950,24
"98335411",2017-08-27 08:53:16.954,24
"98335421",2017-08-27 08:53:16.960,24
"98335431",2017-08-27 08:53:16.964,27
"98335441",2017-08-27 08:53:16.970,31
"98335451",2017-08-27 08:53:16.974,31
"98335461",2017-08-27 08:53:16.980,30
"98335471",2017-08-27 08:53:16.984,27
"98335481",2017-08-27 08:53:16.990,26
"98335491",2017-08-27 08:53:16.994,24
"98335501",2017-08-27 08:53:17.000,22
"98335511",2017-08-27 08:53:17.005,20
"98335521",2017-08-27 08:53:17.009,15
"98335531",2017-08-27 08:53:17.015,8
"98335541",2017-08-27 08:53:17.019,3
"98335551",2017-08-27 08:53:17.025,0
"98335561",2017-08-27 08:53:17.029,-2
"98335571",2017-08-27 08:53:17.035,-6
"98335581",2017-08-27 08:53:17.039,-9
"98335591",2017-08-27 08:53:17.045,-13
"98335601",2017-08-27 08:53:17.049,-14
"98335611",2017-08-27 08:53:17.055,-15
"98335621",2017-08-27 08:53:17.059,-15
"98335631",2017-08-27 08:53:17.065,-17
"98335641",2017-08-27 08:53:17.069,-20
"98335651",2017-08-27 08:53:17.075,-19
"98335661",2017-08-27 08:53:17.079,-15
"98335671",2017-08-27 08:53:17.085,-14
"98335681",2017-08-27 08:53:17.089,-15
"98335691",2017-08-27 08:53:17.095,-15
"98335701",2017-08-27 08:53:17.099,-17
"98335711",2017-08-27 08:53:17.105,-16
"98335721",2017-08-27 08:53:17.109,-14
"98335731",2017-08-27 08:53:17.115,-14
"98335741",2017-08-27 08:53:17.119,-15
"98335751",2017-08-27 08:53:17.125,-14
"98335761",2017-08-27 08:53:17.130,-13
"98335771",2017-08-27 08:53:17.134,-12
"98335781",2017-08-27 08:53:17.140,-12
"98335791",2017-08-27 08:53:17.144,-14
"98335801",2017-08-27 08:53:17.150,-13
"98335811",2017-08-27 08:53:17.154,-13
"98335821",2017-08-27 08:53:17.160,-13
"98335831",2017-08-27 08:53:17.164,-12
"98335841",2017-08-27 08:53:17.170,-13
"98335851",2017-08-27 08:53:17.174,-14
"98335861",2017-08-27 08:53:17.180,-14
"98335871",2017-08-27 08:53:17.184,-13
"98335881",2017-08-27 08:53:17.190,-12
"98335891",2017-08-27 08:53:17.194,-9
"98335901",2017-08-27 08:53:17.200,-9
"98335911",2017-08-27 08:53:17.204,-10
"98335921",2017-08-27 08:53:17.210,-12
"98335931",2017-08-27 08:53:17.214,-13
"98335941",2017-08-27 08:53:17.220,-13
"98335951",2017-08-27 08:53:17.224,-11
"98335961",2017-08-27 08:53:17.230,-11
"98335971",2017-08-27 08:53:17.234,-11
"98335981",2017-08-27 08:53:17.240,-12
"98335991",2017-08-27 08:53:17.244,-13
"98336001",2017-08-27 08:53:17.250,-13
"98336011",2017-08-27 08:53:17.255,-11
"98336021",2017-08-27 08:53:17.259,-9
"98336031",2017-08-27 08:53:17.265,-9
"98336041",2017-08-27 08:53:17.269,-10
"98336051",2017-08-27 08:53:17.275,-10
"98336061",2017-08-27 08:53:17.279,-10
"98336071",2017-08-27 08:53:17.285,-12
"98336081",2017-08-27 08:53:17.289,-12
"98336091",2017-08-27 08:53:17.295,-11
"98336101",2017-08-27 08:53:17.299,-12
"98336111",2017-08-27 08:53:17.305,-13
"98336121",2017-08-27 08:53:17.309,-14
"98336131",2017-08-27 08:53:17.315,-14
"98336141",2017-08-27 08:53:17.319,-12
"98336151",2017-08-27 08:53:17.325,-10
"98336161",2017-08-27 08:53:17.329,-9
"98336171",2017-08-27 08:53:17.335,-8
"98336181",2017-08-27 08:53:17.339,-7
"98336191",2017-08-27 08:53:17.345,-7
"98336201",2017-08-27 08:53:17.349,-3
"98336211",2017-08-27 08:53:17.355,-1
"98336221",2017-08-27 08:53:17.359,-4
"98336231",2017-08-27 08:53:17.365,-7
"98336241",2017-08-27 08:53:17.369,-8
"98336251",2017-08-27 08:53:17.375,-11
"98336261",2017-08-27 08:53:17.380,-12
"98336271",2017-08-27 08:53:17.384,-12
"98336281",2017-08-27 08:53:17.390,-10
"98336291",2017-08-27 08:53:17.394,-6
"98336301",2017-08-27 08:53:17.400,10
"98336311",2017-08-27 08:53:17.404,43
"98336321",2017-08-27 08:53:17.410,79
"98336331",2017-08-27 08:53:17.414,88
"98336341",2017-08-27 08:53:17.420,59
"98336351",2017-08-27 08:53:17.424,14
"98336361",2017-08-27 08:53:17.430,-10
"98336371",2017-08-27 08:53:17.434,-9
"98336381",2017-08-27 08:53:17.440,3
"98336391",2017-08-27 08:53:17.444,11
"98336401",2017-08-27 08:53:17.450,10
"98336411",2017-08-27 08:53:17.454,8
"98336421",2017-08-27 08:53:17.460,9
"98336431",2017-08-27 08:53:17.464,7
"98336441",2017-08-27 08:53:17.470,5
"98336451",2017-08-27 08:53:17.474,5
"98336461",2017-08-27 08:53:17.480,4
"98336471",2017-08-27 08:53:17.484,3
"98336481",2017-08-27 08:53:17.490,3
"98336491",2017-08-27 08:53:17.494,4
"98336501",2017-08-27 08:53:17.500,3
"98336511",2017-08-27 08:53:17.505,2
"98336521",2017-08-27 08:53:17.509,3
"98336531",2017-08-27 08:53:17.515,3
"98336541",2017-08-27 08:53:17.519,3
"98336551",2017-08-27 08:53:17.525,5
"98336561",2017-08-27 08:53:17.529,4
"98336571",2017-08-27 08:53:17.535,2
"98336581",2017-08-27 08:53:17.539,2
"98336591",2017-08-27 08:53:17.545,7
"98336601",2017-08-27 08:53:17.549,10
"98336611",2017-08-27 08:53:17.555,10
"98336621",2017-08-27 08:53:17.559,10
"98336631",2017-08-27 08:53:17.565,11
"98336641",2017-08-27 08:53:17.569,12
"98336651",2017-08-27 08:53:17.575,11
"98336661",2017-08-27 08:53:17.579,11
"98336671",2017-08-27 08:53:17.585,14
"98336681",2017-08-27 08:53:17.589,16
"98336691",2017-08-27 08:53:17.595,16
"98336701",2017-08-27 08:53:17.599,20
"98336711",2017-08-27 08:53:17.605,23
"98336721",2017-08-27 08:53:17.609,22
"98336731",2017-08-27 08:53:17.615,22
"98336741",2017-08-27 08:53:17.619,25
"98336751",2017-08-27 08:53:17.625,28
"98336761",2017-08-27 08:53:17.630,27
"98336771",2017-08-27 08:53:17.634,28
"98336781",2017-08-27 08:53:17.640,32
"98336791",2017-08-27 08:53:17.644,31
"98336801",2017-08-27 08:53:17.650,29
"98336811",2017-08-27 08:53:17.654,29
"98336821",2017-08-27 08:53:17.660,29
"98336831",2017-08-27 08:53:17.664,27
"98336841",2017-08-27 08:53:17.670,24
"98336851",2017-08-27 08:53:17.674,18
"98336861",2017-08-27 08:53:17.680,13
"98336871",2017-08-27 08:53:17.684,7
"98336881",2017-08-27 08:53:17.690,5
"98336891",2017-08-27 08:53:17.694,1
"98336901",2017-08-27 08:53:17.700,-3
"98336911",2017-08-27 08:53:17.704,-7
"98336921",2017-08-27 08:53:17.710,-10
"98336931",2017-08-27 08:53:17.714,-13
"98336941",2017-08-27 08:53:17.720,-13
"98336951",2017-08-27 08:53:17.724,-13
"98336961",2017-08-27 08:53:17.730,-14
"98336971",2017-08-27 08:53:17.734,-15
"98336981",2017-08-27 08:53:17.740,-16
"98336991",2017-08-27 08:53:17.744,-16
"98337001",2017-08-27 08:53:17.750,-16
"98337011",2017-08-27 08:53:17.755,-16
"98337021",2017-08-27 08:53:17.759,-16
"98337031",2017-08-27 08:53:17.765,-16
"98337041",2017-08-27 08:53:17.769,-15
"98337051",2017-08-27 08:53:17.775,-14
"98337061",2017-08-27 08:53:17.779,-14
"98337071",2017-08-27 08:53:17.785,-16
"98337081",2017-08-27 08:53:17.789,-17
"98337091",2017-08-27 08:53:17.795,-16
"98337101",2017-08-27 08:53:17.799,-14
"98337111",2017-08-27 08:53:17.805,-12
"98337121",2017-08-27 08:53:17.809,-12
"98337131",2017-08-27 08:53:17.815,-14
"98337141",2017-08-27 08:53:17.819,-15
"98337151",2017-08-27 08:53:17.825,-13
"98337161",2017-08-27 08:53:17.829,-13
"98337171",2017-08-27 08:53:17.835,-13
"98337181",2017-08-27 08:53:17.839,-12
"98337191",2017-08-27 08:53:17.845,-12
"98337201",2017-08-27 08:53:17.849,-12
"98337211",2017-08-27 08:53:17.855,-10
"98337221",2017-08-27 08:53:17.859,-11
"98337231",2017-08-27 08:53:17.865,-13
"98337241",2017-08-27 08:53:17.869,-14
"98337251",2017-08-27 08:53:17.875,-13
"98337261",2017-08-27 08:53:17.880,-12
"98337271",2017-08-27 08:53:17.884,-10
"98337281",2017-08-27 08:53:17.890,-9
"98337291",2017-08-27 08:53:17.894,-12
"98337301",2017-08-27 08:53:17.900,-14
"98337311",2017-08-27 08:53:17.904,-13
"98337321",2017-08-27 08:53:17.910,-13
"98337331",2017-08-27 08:53:17.914,-13
"98337341",2017-08-27 08:53:17.920,-12
"98337351",2017-08-27 08:53:17.924,-10
"98337361",2017-08-27 08:53:17.930,-9
"98337371",2017-08-27 08:53:17.934,-11
"98337381",2017-08-27 08:53:17.940,-14
"98337391",2017-08-27 08:53:17.944,-12
"98337401",2017-08-27 08:53:17.950,-11
"98337411",2017-08-27 08:53:17.954,-12
"98337421",2017-08-27 08:53:17.960,-12
"98337431",2017-08-27 08:53:17.964,-12
"98337441",2017-08-27 08:53:17.970,-13
"98337451",2017-08-27 08:53:17.974,-13
"98337461",2017-08-27 08:53:17.980,-12
"98337471",2017-08-27 08:53:17.984,-13
"98337481",2017-08-27 08:53:17.990,-12
"98337491",2017-08-27 08:53:17.994,-9
"98337501",2017-08-27 08:53:18.000,-8
"98337511",2017-08-27 08:53:18.005,-8
"98337521",2017-08-27 08:53:18.009,-6
"98337531",2017-08-27 08:53:18.015,-2
"98337541",2017-08-27 08:53:18.019,-3
"98337551",2017-08-27 08:53:18.025,-5
"98337561",2017-08-27 08:53:18.029,-5
"98337571",2017-08-27 08:53:18.035,-7
"98337581",2017-08-27 08:53:18.039,-10
"98337591",2017-08-27 08:53:18.045,-11
"98337601",2017-08-27 08:53:18.049,-11
"98337611",2017-08-27 08:53:18.055,-9
"98337621",2017-08-27 08:53:18.059,-5
"98337631",2017-08-27 08:53:18.065,0
"98337641",2017-08-27 08:53:18.069,21
"98337651",2017-08-27 08:53:18.075,56
"98337661",2017-08-27 08:53:18.079,84
"98337671",2017-08-27 08:53:18.085,80
"98337681",2017-08-27 08:53:18.089,43
"98337691",2017-08-27 08:53:18.095,1
"98337701",2017-08-27 08:53:18.099,-11
"98337711",2017-08-27 08:53:18.105,-2
"98337721",2017-08-27 08:53:18.109,7
"98337731",2017-08-27 08:53:18.115,8
"98337741",2017-08-27 08:53:18.119,8
"98337751",2017-08-27 08:53:18.125,10
"98337761",2017-08-27 08:53:18.130,10
"98337771",2017-08-27 08:53:18.134,7
"98337781",2017-08-27 08:53:18.140,6
"98337791",2017-08-27 08:53:18.144,5
"98337801",2017-08-27 08:53:18.150,4
"98337811",2017-08-27 08:53:18.154,4
"98337821",2017-08-27 08:53:18.160,3
"98337831",2017-08-27 08:53:18.164,0
"98337841",2017-08-27 08:53:18.170,2
"98337851",2017-08-27 08:53:18.174,5
"98337861",2017-08-27 08:53:18.180,6
"98337871",2017-08-27 08:53:18.184,6
"98337881",2017-08-27 08:53:18.190,6
"98337891",2017-08-27 08:53:18.194,6
"98337901",2017-08-27 08:53:18.200,6
"98337911",2017-08-27 08:53:18.204,7
"98337921",2017-08-27 08:53:18.210,9
"98337931",2017-08-27 08:53:18.214,9
"98337941",2017-08-27 08:53:18.220,10
"98337951",2017-08-27 08:53:18.224,11
"98337961",2017-08-27 08:53:18.230,11
"98337971",2017-08-27 08:53:18.234,12
"98337981",2017-08-27 08:53:18.240,14
"98337991",2017-08-27 08:53:18.244,15
"98338001",2017-08-27 08:53:18.250,14
"98338011",2017-08-27 08:53:18.255,15
"98338021",2017-08-27 08:53:18.259,17
"98338031",2017-08-27 08:53:18.265,18
"98338041",2017-08-27 08:53:18.269,22
"98338051",2017-08-27 08:53:18.275,25
"98338061",2017-08-27 08:53:18.279,25
"98338071",2017-08-27 08:53:18.285,25
"98338081",2017-08-27 08:53:18.289,27
"98338091",2017-08-27 08:53:18.295,27
"98338101",2017-08-27 08:53:18.299,29
"98338111",2017-08-27 08:53:18.305,31
"98338121",2017-08-27 08:53:18.309,30
"98338131",2017-08-27 08:53:18.315,31
"98338141",2017-08-27 08:53:18.319,33
"98338151",2017-08-27 08:53:18.325,32
"98338161",2017-08-27 08:53:18.329,30
"98338171",2017-08-27 08:53:18.335,27
"98338181",2017-08-27 08:53:18.339,23
"98338191",2017-08-27 08:53:18.345,19
"98338201",2017-08-27 08:53:18.349,16
"98338211",2017-08-27 08:53:18.355,11
"98338221",2017-08-27 08:53:18.359,4
"98338231",2017-08-27 08:53:18.365,-1
"98338241",2017-08-27 08:53:18.369,-2
"98338251",2017-08-27 08:53:18.375,-5
"98338261",2017-08-27 08:53:18.380,-11
"98338271",2017-08-27 08:53:18.384,-14
"98338281",2017-08-27 08:53:18.390,-12
"98338291",2017-08-27 08:53:18.394,-11
"98338301",2017-08-27 08:53:18.400,-13
"98338311",2017-08-27 08:53:18.404,-13
"98338321",2017-08-27 08:53:18.410,-13
"98338331",2017-08-27 08:53:18.414,-12
"98338341",2017-08-27 08:53:18.420,-13
"98338351",2017-08-27 08:53:18.424,-15
"98338361",2017-08-27 08:53:18.430,-14
"98338371",2017-08-27 08:53:18.434,-11
"98338381",2017-08-27 08:53:18.440,-11
"98338391",2017-08-27 08:53:18.444,-10
"98338401",2017-08-27 08:53:18.450,-10
"98338411",2017-08-27 08:53:18.454,-10
"98338421",2017-08-27 08:53:18.460,-13
"98338431",2017-08-27 08:53:18.464,-14
"98338441",2017-08-27 08:53:18.470,-14
"98338451",2017-08-27 08:53:18.474,-13
"98338461",2017-08-27 08:53:18.480,-12
"98338471",2017-08-27 08:53:18.484,-10
"98338481",2017-08-27 08:53:18.490,-8
"98338491",2017-08-27 08:53:18.494,-9
"98338501",2017-08-27 08:53:18.500,-11
"98338511",2017-08-27 08:53:18.505,-11
"98338521",2017-08-27 08:53:18.509,-11
"98338531",2017-08-27 08:53:18.515,-10
"98338541",2017-08-27 08:53:18.519,-10
"98338551",2017-08-27 08:53:18.525,-9
"98338561",2017-08-27 08:53:18.529,-10
"98338571",2017-08-27 08:53:18.535,-11
"98338581",2017-08-27 08:53:18.539,-10
"98338591",2017-08-27 08:53:18.545,-10
"98338601",2017-08-27 08:53:18.549,-9
"98338611",2017-08-27 08:53:18.555,-8
"98338621",2017-08-27 08:53:18.559,-9
"98338631",2017-08-27 08:53:18.565,-10
"98338641",2017-08-27 08:53:18.569,-10
"98338651",2017-08-27 08:53:18.575,-10
"98338661",2017-08-27 08:53:18.579,-9
"98338671",2017-08-27 08:53:18.585,-7
"98338681",2017-08-27 08:53:18.589,-8
"98338691",2017-08-27 08:53:18.595,-7
"98338701",2017-08-27 08:53:18.599,-7
"98338711",2017-08-27 08:53:18.605,-10
"98338721",2017-08-27 08:53:18.609,-11
"98338731",2017-08-27 08:53:18.615,-10
"98338741",2017-08-27 08:53:18.619,-11
"98338751",2017-08-27 08:53:18.625,-12
"98338761",2017-08-27 08:53:18.630,-10
"98338771",2017-08-27 08:53:18.634,-9
"98338781",2017-08-27 08:53:18.640,-11
"98338791",2017-08-27 08:53:18.644,-12
"98338801",2017-08-27 08:53:18.650,-11
"98338811",2017-08-27 08:53:18.654,-9
"98338821",2017-08-27 08:53:18.660,-8
"98338831",2017-08-27 08:53:18.664,-5
"98338841",2017-08-27 08:53:18.670,-5
"98338851",2017-08-27 08:53:18.674,-6
"98338861",2017-08-27 08:53:18.680,-5
"98338871",2017-08-27 08:53:18.684,-3
"98338881",2017-08-27 08:53:18.690,-2
"98338891",2017-08-27 08:53:18.694,-2
"98338901",2017-08-27 08:53:18.700,-4
"98338911",2017-08-27 08:53:18.704,-7
"98338921",2017-08-27 08:53:18.710,-8
"98338931",2017-08-27 08:53:18.714,-7
"98338941",2017-08-27 08:53:18.720,-8
"98338951",2017-08-27 08:53:18.724,-8
"98338961",2017-08-27 08:53:18.730,-4
"98338971",2017-08-27 08:53:18.734,5
"98338981",2017-08-27 08:53:18.740,30
"98338991",2017-08-27 08:53:18.744,67
"98339001",2017-08-27 08:53:18.750,93
"98339011",2017-08-27 08:53:18.755,82
"98339021",2017-08-27 08:53:18.759,38
"98339031",2017-08-27 08:53:18.765,-1
"98339041",2017-08-27 08:53:18.769,-8
"98339051",2017-08-27 08:53:18.775,0
"98339061",2017-08-27 08:53:18.779,9
"98339071",2017-08-27 08:53:18.785,12
"98339081",2017-08-27 08:53:18.789,11
"98339091",2017-08-27 08:53:18.795,10
"98339101",2017-08-27 08:53:18.799,9
"98339111",2017-08-27 08:53:18.805,8
"98339121",2017-08-27 08:53:18.809,8
"98339131",2017-08-27 08:53:18.815,6
"98339141",2017-08-27 08:53:18.819,4
"98339151",2017-08-27 08:53:18.825,2
"98339161",2017-08-27 08:53:18.829,1
"98339171",2017-08-27 08:53:18.835,3
"98339181",2017-08-27 08:53:18.839,6
"98339191",2017-08-27 08:53:18.845,8
"98339201",2017-08-27 08:53:18.849,8
"98339211",2017-08-27 08:53:18.855,5
"98339221",2017-08-27 08:53:18.859,5
"98339231",2017-08-27 08:53:18.865,8
"98339241",2017-08-27 08:53:18.869,8
"98339251",2017-08-27 08:53:18.875,6
"98339261",2017-08-27 08:53:18.880,7
"98339271",2017-08-27 08:53:18.884,9
"98339281",2017-08-27 08:53:18.890,9
"98339291",2017-08-27 08:53:18.894,11
"98339301",2017-08-27 08:53:18.900,11
"98339311",2017-08-27 08:53:18.904,13
"98339321",2017-08-27 08:53:18.910,15
"98339331",2017-08-27 08:53:18.914,15
"98339341",2017-08-27 08:53:18.920,16
"98339351",2017-08-27 08:53:18.924,19
"98339361",2017-08-27 08:53:18.930,20
"98339371",2017-08-27 08:53:18.934,21
"98339381",2017-08-27 08:53:18.940,24
"98339391",2017-08-27 08:53:18.944,26
"98339401",2017-08-27 08:53:18.950,26
"98339411",2017-08-27 08:53:18.954,27
"98339421",2017-08-27 08:53:18.960,28
"98339431",2017-08-27 08:53:18.964,29
"98339441",2017-08-27 08:53:18.970,29
"98339451",2017-08-27 08:53:18.974,30
"98339461",2017-08-27 08:53:18.980,33
"98339471",2017-08-27 08:53:18.984,35
"98339481",2017-08-27 08:53:18.990,33
"98339491",2017-08-27 08:53:18.994,30
"98339501",2017-08-27 08:53:19.000,28
"98339511",2017-08-27 08:53:19.005,26
"98339521",2017-08-27 08:53:19.009,22
"98339531",2017-08-27 08:53:19.015,18
"98339541",2017-08-27 08:53:19.019,14
"98339551",2017-08-27 08:53:19.025,8
"98339561",2017-08-27 08:53:19.029,2
"98339571",2017-08-27 08:53:19.035,-3
"98339581",2017-08-27 08:53:19.039,-6
"98339591",2017-08-27 08:53:19.045,-7
"98339601",2017-08-27 08:53:19.049,-9
"98339611",2017-08-27 08:53:19.055,-12
"98339621",2017-08-27 08:53:19.059,-14
"98339631",2017-08-27 08:53:19.065,-13
"98339641",2017-08-27 08:53:19.069,-12
"98339651",2017-08-27 08:53:19.075,-13
"98339661",2017-08-27 08:53:19.079,-13
"98339671",2017-08-27 08:53:19.085,-13
"98339681",2017-08-27 08:53:19.089,-14
"98339691",2017-08-27 08:53:19.095,-14
"98339701",2017-08-27 08:53:19.099,-15
"98339711",2017-08-27 08:53:19.105,-15
"98339721",2017-08-27 08:53:19.109,-14
"98339731",2017-08-27 08:53:19.115,-13
"98339741",2017-08-27 08:53:19.119,-13
"98339751",2017-08-27 08:53:19.125,-13
"98339761",2017-08-27 08:53:19.130,-12
"98339771",2017-08-27 08:53:19.134,-13
"98339781",2017-08-27 08:53:19.140,-12
"98339791",2017-08-27 08:53:19.144,-11
"98339801",2017-08-27 08:53:19.150,-12
"98339811",2017-08-27 08:53:19.154,-11
"98339821",2017-08-27 08:53:19.160,-11
"98339831",2017-08-27 08:53:19.164,-11
"98339841",2017-08-27 08:53:19.170,-11
"98339851",2017-08-27 08:53:19.174,-10
"98339861",2017-08-27 08:53:19.180,-11
"98339871",2017-08-27 08:53:19.184,-11
"98339881",2017-08-27 08:53:19.190,-10
"98339891",2017-08-27 08:53:19.194,-12
"98339901",2017-08-27 08:53:19.200,-13
"98339911",2017-08-27 08:53:19.204,-12
"98339921",2017-08-27 08:53:19.210,-11
"98339931",2017-08-27 08:53:19.214,-11
"98339941",2017-08-27 08:53:19.220,-11
"98339951",2017-08-27 08:53:19.224,-10
"98339961",2017-08-27 08:53:19.230,-12
"98339971",2017-08-27 08:53:19.234,-13
"98339981",2017-08-27 08:53:19.240,-13
"98339991",2017-08-27 08:53:19.244,-11
"98340001",2017-08-27 08:53:19.250,-10
"98340011",2017-08-27 08:53:19.255,-10
"98340021",2017-08-27 08:53:19.259,-10
"98340031",2017-08-27 08:53:19.265,-10
"98340041",2017-08-27 08:53:19.269,-10
"98340051",2017-08-27 08:53:19.275,-9
"98340061",2017-08-27 08:53:19.279,-9
"98340071",2017-08-27 08:53:19.285,-11
"98340081",2017-08-27 08:53:19.289,-14
"98340091",2017-08-27 08:53:19.295,-12
"98340101",2017-08-27 08:53:19.299,-10
"98340111",2017-08-27 08:53:19.305,-10
"98340121",2017-08-27 08:53:19.309,-11
"98340131",2017-08-27 08:53:19.315,-11
"98340141",2017-08-27 08:53:19.319,-11
"98340151",2017-08-27 08:53:19.325,-12
"98340161",2017-08-27 08:53:19.329,-10
"98340171",2017-08-27 08:53:19.335,-7
"98340181",2017-08-27 08:53:19.339,-7
"98340191",2017-08-27 08:53:19.345,-6
"98340201",2017-08-27 08:53:19.349,-4
"98340211",2017-08-27 08:53:19.355,-3
"98340221",2017-08-27 08:53:19.359,-4
"98340231",2017-08-27 08:53:19.365,-3
"98340241",2017-08-27 08:53:19.369,-5
"98340251",2017-08-27 08:53:19.375,-10
"98340261",2017-08-27 08:53:19.380,-11
"98340271",2017-08-27 08:53:19.384,-9
"98340281",2017-08-27 08:53:19.390,-7
"98340291",2017-08-27 08:53:19.394,-7
"98340301",2017-08-27 08:53:19.400,-4
"98340311",2017-08-27 08:53:19.404,5
"98340321",2017-08-27 08:53:19.410,31
"98340331",2017-08-27 08:53:19.414,70
"98340341",2017-08-27 08:53:19.420,94
"98340351",2017-08-27 08:53:19.424,80
"98340361",2017-08-27 08:53:19.430,34
"98340371",2017-08-27 08:53:19.434,-7
"98340381",2017-08-27 08:53:19.440,-15
