"","Date","Value"
"98366471",2017-08-27 08:53:32.484,6
"98366481",2017-08-27 08:53:32.490,6
"98366491",2017-08-27 08:53:32.494,5
"98366501",2017-08-27 08:53:32.500,4
"98366511",2017-08-27 08:53:32.505,1
"98366521",2017-08-27 08:53:32.509,-2
"98366531",2017-08-27 08:53:32.515,-4
"98366541",2017-08-27 08:53:32.519,-2
"98366551",2017-08-27 08:53:32.525,-2
"98366561",2017-08-27 08:53:32.529,-2
"98366571",2017-08-27 08:53:32.535,0
"98366581",2017-08-27 08:53:32.539,1
"98366591",2017-08-27 08:53:32.545,1
"98366601",2017-08-27 08:53:32.549,0
"98366611",2017-08-27 08:53:32.555,0
"98366621",2017-08-27 08:53:32.559,1
"98366631",2017-08-27 08:53:32.565,2
"98366641",2017-08-27 08:53:32.569,2
"98366651",2017-08-27 08:53:32.575,4
"98366661",2017-08-27 08:53:32.579,4
"98366671",2017-08-27 08:53:32.585,3
"98366681",2017-08-27 08:53:32.589,6
"98366691",2017-08-27 08:53:32.595,7
"98366701",2017-08-27 08:53:32.599,7
"98366711",2017-08-27 08:53:32.605,7
"98366721",2017-08-27 08:53:32.609,7
"98366731",2017-08-27 08:53:32.615,10
"98366741",2017-08-27 08:53:32.619,13
"98366751",2017-08-27 08:53:32.625,14
"98366761",2017-08-27 08:53:32.630,16
"98366771",2017-08-27 08:53:32.634,17
"98366781",2017-08-27 08:53:32.640,18
"98366791",2017-08-27 08:53:32.644,18
"98366801",2017-08-27 08:53:32.650,21
"98366811",2017-08-27 08:53:32.654,24
"98366821",2017-08-27 08:53:32.660,26
"98366831",2017-08-27 08:53:32.664,28
"98366841",2017-08-27 08:53:32.670,30
"98366851",2017-08-27 08:53:32.674,31
"98366861",2017-08-27 08:53:32.680,31
"98366871",2017-08-27 08:53:32.684,30
"98366881",2017-08-27 08:53:32.690,30
"98366891",2017-08-27 08:53:32.694,30
"98366901",2017-08-27 08:53:32.700,29
"98366911",2017-08-27 08:53:32.704,24
"98366921",2017-08-27 08:53:32.710,20
"98366931",2017-08-27 08:53:32.714,16
"98366941",2017-08-27 08:53:32.720,13
"98366951",2017-08-27 08:53:32.724,7
"98366961",2017-08-27 08:53:32.730,0
"98366971",2017-08-27 08:53:32.734,-6
"98366981",2017-08-27 08:53:32.740,-8
"98366991",2017-08-27 08:53:32.744,-9
"98367001",2017-08-27 08:53:32.750,-13
"98367011",2017-08-27 08:53:32.755,-18
"98367021",2017-08-27 08:53:32.759,-20
"98367031",2017-08-27 08:53:32.765,-19
"98367041",2017-08-27 08:53:32.769,-19
"98367051",2017-08-27 08:53:32.775,-21
"98367061",2017-08-27 08:53:32.779,-23
"98367071",2017-08-27 08:53:32.785,-22
"98367081",2017-08-27 08:53:32.789,-21
"98367091",2017-08-27 08:53:32.795,-19
"98367101",2017-08-27 08:53:32.799,-18
"98367111",2017-08-27 08:53:32.805,-18
"98367121",2017-08-27 08:53:32.809,-20
"98367131",2017-08-27 08:53:32.815,-20
"98367141",2017-08-27 08:53:32.819,-20
"98367151",2017-08-27 08:53:32.825,-19
"98367161",2017-08-27 08:53:32.829,-16
"98367171",2017-08-27 08:53:32.835,-14
"98367181",2017-08-27 08:53:32.839,-15
"98367191",2017-08-27 08:53:32.845,-18
"98367201",2017-08-27 08:53:32.849,-18
"98367211",2017-08-27 08:53:32.855,-16
"98367221",2017-08-27 08:53:32.859,-15
"98367231",2017-08-27 08:53:32.865,-15
"98367241",2017-08-27 08:53:32.869,-15
"98367251",2017-08-27 08:53:32.875,-13
"98367261",2017-08-27 08:53:32.880,-13
"98367271",2017-08-27 08:53:32.884,-13
"98367281",2017-08-27 08:53:32.890,-14
"98367291",2017-08-27 08:53:32.894,-14
"98367301",2017-08-27 08:53:32.900,-13
"98367311",2017-08-27 08:53:32.904,-12
"98367321",2017-08-27 08:53:32.910,-12
"98367331",2017-08-27 08:53:32.914,-12
"98367341",2017-08-27 08:53:32.920,-11
"98367351",2017-08-27 08:53:32.924,-11
"98367361",2017-08-27 08:53:32.930,-13
"98367371",2017-08-27 08:53:32.934,-11
"98367381",2017-08-27 08:53:32.940,-10
"98367391",2017-08-27 08:53:32.944,-10
"98367401",2017-08-27 08:53:32.950,-10
"98367411",2017-08-27 08:53:32.954,-11
"98367421",2017-08-27 08:53:32.960,-12
"98367431",2017-08-27 08:53:32.964,-11
"98367441",2017-08-27 08:53:32.970,-11
"98367451",2017-08-27 08:53:32.974,-11
"98367461",2017-08-27 08:53:32.980,-11
"98367471",2017-08-27 08:53:32.984,-12
"98367481",2017-08-27 08:53:32.990,-12
"98367491",2017-08-27 08:53:32.994,-9
"98367501",2017-08-27 08:53:33.000,-9
"98367511",2017-08-27 08:53:33.005,-11
"98367521",2017-08-27 08:53:33.009,-10
"98367531",2017-08-27 08:53:33.015,-8
"98367541",2017-08-27 08:53:33.019,-9
"98367551",2017-08-27 08:53:33.025,-11
"98367561",2017-08-27 08:53:33.029,-9
"98367571",2017-08-27 08:53:33.035,-8
"98367581",2017-08-27 08:53:33.039,-9
"98367591",2017-08-27 08:53:33.045,-10
"98367601",2017-08-27 08:53:33.049,-10
"98367611",2017-08-27 08:53:33.055,-9
"98367621",2017-08-27 08:53:33.059,-8
"98367631",2017-08-27 08:53:33.065,-7
"98367641",2017-08-27 08:53:33.069,-7
"98367651",2017-08-27 08:53:33.075,-8
"98367661",2017-08-27 08:53:33.079,-11
"98367671",2017-08-27 08:53:33.085,-12
"98367681",2017-08-27 08:53:33.089,-10
"98367691",2017-08-27 08:53:33.095,-8
"98367701",2017-08-27 08:53:33.099,-9
"98367711",2017-08-27 08:53:33.105,-10
"98367721",2017-08-27 08:53:33.109,-10
"98367731",2017-08-27 08:53:33.115,-12
"98367741",2017-08-27 08:53:33.119,-11
"98367751",2017-08-27 08:53:33.125,-7
"98367761",2017-08-27 08:53:33.130,-5
"98367771",2017-08-27 08:53:33.134,-5
"98367781",2017-08-27 08:53:33.140,-5
"98367791",2017-08-27 08:53:33.144,-4
"98367801",2017-08-27 08:53:33.150,-3
"98367811",2017-08-27 08:53:33.154,-4
"98367821",2017-08-27 08:53:33.160,-4
"98367831",2017-08-27 08:53:33.164,-4
"98367841",2017-08-27 08:53:33.170,-7
"98367851",2017-08-27 08:53:33.174,-9
"98367861",2017-08-27 08:53:33.180,-8
"98367871",2017-08-27 08:53:33.184,-6
"98367881",2017-08-27 08:53:33.190,-5
"98367891",2017-08-27 08:53:33.194,-4
"98367901",2017-08-27 08:53:33.200,7
"98367911",2017-08-27 08:53:33.204,33
"98367921",2017-08-27 08:53:33.210,72
"98367931",2017-08-27 08:53:33.214,96
"98367941",2017-08-27 08:53:33.220,84
"98367951",2017-08-27 08:53:33.224,39
"98367961",2017-08-27 08:53:33.230,-2
"98367971",2017-08-27 08:53:33.234,-13
"98367981",2017-08-27 08:53:33.240,-2
"98367991",2017-08-27 08:53:33.244,7
"98368001",2017-08-27 08:53:33.250,9
"98368011",2017-08-27 08:53:33.255,8
"98368021",2017-08-27 08:53:33.259,10
"98368031",2017-08-27 08:53:33.265,11
"98368041",2017-08-27 08:53:33.269,9
"98368051",2017-08-27 08:53:33.275,6
"98368061",2017-08-27 08:53:33.279,5
"98368071",2017-08-27 08:53:33.285,4
"98368081",2017-08-27 08:53:33.289,4
"98368091",2017-08-27 08:53:33.295,3
"98368101",2017-08-27 08:53:33.299,3
"98368111",2017-08-27 08:53:33.305,5
"98368121",2017-08-27 08:53:33.309,4
"98368131",2017-08-27 08:53:33.315,3
"98368141",2017-08-27 08:53:33.319,5
"98368151",2017-08-27 08:53:33.325,6
"98368161",2017-08-27 08:53:33.329,8
"98368171",2017-08-27 08:53:33.335,8
"98368181",2017-08-27 08:53:33.339,8
"98368191",2017-08-27 08:53:33.345,9
"98368201",2017-08-27 08:53:33.349,9
"98368211",2017-08-27 08:53:33.355,8
"98368221",2017-08-27 08:53:33.359,9
"98368231",2017-08-27 08:53:33.365,10
"98368241",2017-08-27 08:53:33.369,9
"98368251",2017-08-27 08:53:33.375,11
"98368261",2017-08-27 08:53:33.380,15
"98368271",2017-08-27 08:53:33.384,17
"98368281",2017-08-27 08:53:33.390,15
"98368291",2017-08-27 08:53:33.394,15
"98368301",2017-08-27 08:53:33.400,17
"98368311",2017-08-27 08:53:33.404,18
"98368321",2017-08-27 08:53:33.410,20
"98368331",2017-08-27 08:53:33.414,23
"98368341",2017-08-27 08:53:33.420,25
"98368351",2017-08-27 08:53:33.424,26
"98368361",2017-08-27 08:53:33.430,25
"98368371",2017-08-27 08:53:33.434,28
"98368381",2017-08-27 08:53:33.440,34
"98368391",2017-08-27 08:53:33.444,34
"98368401",2017-08-27 08:53:33.450,33
"98368411",2017-08-27 08:53:33.454,33
"98368421",2017-08-27 08:53:33.460,34
"98368431",2017-08-27 08:53:33.464,33
"98368441",2017-08-27 08:53:33.470,32
"98368451",2017-08-27 08:53:33.474,29
"98368461",2017-08-27 08:53:33.480,24
"98368471",2017-08-27 08:53:33.484,20
"98368481",2017-08-27 08:53:33.490,17
"98368491",2017-08-27 08:53:33.494,12
"98368501",2017-08-27 08:53:33.500,6
"98368511",2017-08-27 08:53:33.505,0
"98368521",2017-08-27 08:53:33.509,-3
"98368531",2017-08-27 08:53:33.515,-7
"98368541",2017-08-27 08:53:33.519,-11
"98368551",2017-08-27 08:53:33.525,-15
"98368561",2017-08-27 08:53:33.529,-18
"98368571",2017-08-27 08:53:33.535,-18
"98368581",2017-08-27 08:53:33.539,-19
"98368591",2017-08-27 08:53:33.545,-21
"98368601",2017-08-27 08:53:33.549,-21
"98368611",2017-08-27 08:53:33.555,-18
"98368621",2017-08-27 08:53:33.559,-18
"98368631",2017-08-27 08:53:33.565,-19
"98368641",2017-08-27 08:53:33.569,-19
"98368651",2017-08-27 08:53:33.575,-18
"98368661",2017-08-27 08:53:33.579,-20
"98368671",2017-08-27 08:53:33.585,-21
"98368681",2017-08-27 08:53:33.589,-20
"98368691",2017-08-27 08:53:33.595,-19
"98368701",2017-08-27 08:53:33.599,-20
"98368711",2017-08-27 08:53:33.605,-20
"98368721",2017-08-27 08:53:33.609,-19
"98368731",2017-08-27 08:53:33.615,-19
"98368741",2017-08-27 08:53:33.619,-19
"98368751",2017-08-27 08:53:33.625,-17
"98368761",2017-08-27 08:53:33.630,-16
"98368771",2017-08-27 08:53:33.634,-16
"98368781",2017-08-27 08:53:33.640,-17
"98368791",2017-08-27 08:53:33.644,-15
"98368801",2017-08-27 08:53:33.650,-15
"98368811",2017-08-27 08:53:33.654,-17
"98368821",2017-08-27 08:53:33.660,-18
"98368831",2017-08-27 08:53:33.664,-16
"98368841",2017-08-27 08:53:33.670,-14
"98368851",2017-08-27 08:53:33.674,-13
"98368861",2017-08-27 08:53:33.680,-14
"98368871",2017-08-27 08:53:33.684,-14
"98368881",2017-08-27 08:53:33.690,-14
"98368891",2017-08-27 08:53:33.694,-14
"98368901",2017-08-27 08:53:33.700,-13
"98368911",2017-08-27 08:53:33.704,-12
"98368921",2017-08-27 08:53:33.710,-13
"98368931",2017-08-27 08:53:33.714,-14
"98368941",2017-08-27 08:53:33.720,-15
"98368951",2017-08-27 08:53:33.724,-16
"98368961",2017-08-27 08:53:33.730,-15
"98368971",2017-08-27 08:53:33.734,-14
"98368981",2017-08-27 08:53:33.740,-13
"98368991",2017-08-27 08:53:33.744,-13
"98369001",2017-08-27 08:53:33.750,-14
"98369011",2017-08-27 08:53:33.755,-14
"98369021",2017-08-27 08:53:33.759,-14
"98369031",2017-08-27 08:53:33.765,-15
"98369041",2017-08-27 08:53:33.769,-16
"98369051",2017-08-27 08:53:33.775,-13
"98369061",2017-08-27 08:53:33.779,-11
"98369071",2017-08-27 08:53:33.785,-12
"98369081",2017-08-27 08:53:33.789,-11
"98369091",2017-08-27 08:53:33.795,-9
"98369101",2017-08-27 08:53:33.799,-11
"98369111",2017-08-27 08:53:33.805,-13
"98369121",2017-08-27 08:53:33.809,-14
"98369131",2017-08-27 08:53:33.815,-11
"98369141",2017-08-27 08:53:33.819,-10
"98369151",2017-08-27 08:53:33.825,-11
"98369161",2017-08-27 08:53:33.829,-11
"98369171",2017-08-27 08:53:33.835,-11
"98369181",2017-08-27 08:53:33.839,-12
"98369191",2017-08-27 08:53:33.845,-13
"98369201",2017-08-27 08:53:33.849,-10
"98369211",2017-08-27 08:53:33.855,-8
"98369221",2017-08-27 08:53:33.859,-10
"98369231",2017-08-27 08:53:33.865,-11
"98369241",2017-08-27 08:53:33.869,-10
"98369251",2017-08-27 08:53:33.875,-10
"98369261",2017-08-27 08:53:33.880,-10
"98369271",2017-08-27 08:53:33.884,-9
"98369281",2017-08-27 08:53:33.890,-10
"98369291",2017-08-27 08:53:33.894,-12
"98369301",2017-08-27 08:53:33.900,-13
"98369311",2017-08-27 08:53:33.904,-11
"98369321",2017-08-27 08:53:33.910,-10
"98369331",2017-08-27 08:53:33.914,-8
"98369341",2017-08-27 08:53:33.920,-6
"98369351",2017-08-27 08:53:33.924,-6
"98369361",2017-08-27 08:53:33.930,-7
"98369371",2017-08-27 08:53:33.934,-10
"98369381",2017-08-27 08:53:33.940,-11
"98369391",2017-08-27 08:53:33.944,-8
"98369401",2017-08-27 08:53:33.950,-5
"98369411",2017-08-27 08:53:33.954,-5
"98369421",2017-08-27 08:53:33.960,-5
"98369431",2017-08-27 08:53:33.964,-6
"98369441",2017-08-27 08:53:33.970,-8
"98369451",2017-08-27 08:53:33.974,-8
"98369461",2017-08-27 08:53:33.980,-8
"98369471",2017-08-27 08:53:33.984,-8
"98369481",2017-08-27 08:53:33.990,-7
"98369491",2017-08-27 08:53:33.994,-7
"98369501",2017-08-27 08:53:34.000,-7
"98369511",2017-08-27 08:53:34.005,-7
"98369521",2017-08-27 08:53:34.009,-6
"98369531",2017-08-27 08:53:34.015,-7
"98369541",2017-08-27 08:53:34.019,-7
"98369551",2017-08-27 08:53:34.025,-6
"98369561",2017-08-27 08:53:34.029,-7
"98369571",2017-08-27 08:53:34.035,-7
"98369581",2017-08-27 08:53:34.039,-6
"98369591",2017-08-27 08:53:34.045,-6
"98369601",2017-08-27 08:53:34.049,-6
"98369611",2017-08-27 08:53:34.055,-5
"98369621",2017-08-27 08:53:34.059,-3
"98369631",2017-08-27 08:53:34.065,-3
"98369641",2017-08-27 08:53:34.069,-5
"98369651",2017-08-27 08:53:34.075,-6
"98369661",2017-08-27 08:53:34.079,-6
"98369671",2017-08-27 08:53:34.085,-8
"98369681",2017-08-27 08:53:34.089,-9
"98369691",2017-08-27 08:53:34.095,-6
"98369701",2017-08-27 08:53:34.099,-6
"98369711",2017-08-27 08:53:34.105,-7
"98369721",2017-08-27 08:53:34.109,-8
"98369731",2017-08-27 08:53:34.115,-8
"98369741",2017-08-27 08:53:34.119,-8
"98369751",2017-08-27 08:53:34.125,-7
"98369761",2017-08-27 08:53:34.130,-5
"98369771",2017-08-27 08:53:34.134,-3
"98369781",2017-08-27 08:53:34.140,-2
"98369791",2017-08-27 08:53:34.144,-2
"98369801",2017-08-27 08:53:34.150,0
"98369811",2017-08-27 08:53:34.154,0
"98369821",2017-08-27 08:53:34.160,0
"98369831",2017-08-27 08:53:34.164,-1
"98369841",2017-08-27 08:53:34.170,-2
"98369851",2017-08-27 08:53:34.174,-5
"98369861",2017-08-27 08:53:34.180,-6
"98369871",2017-08-27 08:53:34.184,-5
"98369881",2017-08-27 08:53:34.190,-4
"98369891",2017-08-27 08:53:34.194,-1
"98369901",2017-08-27 08:53:34.200,12
"98369911",2017-08-27 08:53:34.204,43
"98369921",2017-08-27 08:53:34.210,80
"98369931",2017-08-27 08:53:34.214,96
"98369941",2017-08-27 08:53:34.220,74
"98369951",2017-08-27 08:53:34.224,30
"98369961",2017-08-27 08:53:34.230,0
"98369971",2017-08-27 08:53:34.234,-3
"98369981",2017-08-27 08:53:34.240,6
"98369991",2017-08-27 08:53:34.244,14
"98370001",2017-08-27 08:53:34.250,15
"98370011",2017-08-27 08:53:34.255,13
"98370021",2017-08-27 08:53:34.259,11
"98370031",2017-08-27 08:53:34.265,9
"98370041",2017-08-27 08:53:34.269,7
"98370051",2017-08-27 08:53:34.275,5
"98370061",2017-08-27 08:53:34.279,5
"98370071",2017-08-27 08:53:34.285,7
"98370081",2017-08-27 08:53:34.289,7
"98370091",2017-08-27 08:53:34.295,6
"98370101",2017-08-27 08:53:34.299,5
"98370111",2017-08-27 08:53:34.305,5
"98370121",2017-08-27 08:53:34.309,5
"98370131",2017-08-27 08:53:34.315,6
"98370141",2017-08-27 08:53:34.319,8
"98370151",2017-08-27 08:53:34.325,8
"98370161",2017-08-27 08:53:34.329,9
"98370171",2017-08-27 08:53:34.335,10
"98370181",2017-08-27 08:53:34.339,9
"98370191",2017-08-27 08:53:34.345,10
"98370201",2017-08-27 08:53:34.349,11
"98370211",2017-08-27 08:53:34.355,10
"98370221",2017-08-27 08:53:34.359,10
"98370231",2017-08-27 08:53:34.365,10
"98370241",2017-08-27 08:53:34.369,12
"98370251",2017-08-27 08:53:34.375,12
"98370261",2017-08-27 08:53:34.380,12
"98370271",2017-08-27 08:53:34.384,14
"98370281",2017-08-27 08:53:34.390,18
"98370291",2017-08-27 08:53:34.394,18
"98370301",2017-08-27 08:53:34.400,18
"98370311",2017-08-27 08:53:34.404,20
"98370321",2017-08-27 08:53:34.410,22
"98370331",2017-08-27 08:53:34.414,23
"98370341",2017-08-27 08:53:34.420,26
"98370351",2017-08-27 08:53:34.424,27
"98370361",2017-08-27 08:53:34.430,28
"98370371",2017-08-27 08:53:34.434,29
"98370381",2017-08-27 08:53:34.440,31
"98370391",2017-08-27 08:53:34.444,32
"98370401",2017-08-27 08:53:34.450,34
"98370411",2017-08-27 08:53:34.454,33
"98370421",2017-08-27 08:53:34.460,32
"98370431",2017-08-27 08:53:34.464,31
"98370441",2017-08-27 08:53:34.470,31
"98370451",2017-08-27 08:53:34.474,31
"98370461",2017-08-27 08:53:34.480,31
"98370471",2017-08-27 08:53:34.484,28
"98370481",2017-08-27 08:53:34.490,23
"98370491",2017-08-27 08:53:34.494,15
"98370501",2017-08-27 08:53:34.500,10
"98370511",2017-08-27 08:53:34.505,7
"98370521",2017-08-27 08:53:34.509,3
"98370531",2017-08-27 08:53:34.515,-1
"98370541",2017-08-27 08:53:34.519,-5
"98370551",2017-08-27 08:53:34.525,-7
"98370561",2017-08-27 08:53:34.529,-8
"98370571",2017-08-27 08:53:34.535,-11
"98370581",2017-08-27 08:53:34.539,-15
"98370591",2017-08-27 08:53:34.545,-14
"98370601",2017-08-27 08:53:34.549,-14
"98370611",2017-08-27 08:53:34.555,-15
"98370621",2017-08-27 08:53:34.559,-15
"98370631",2017-08-27 08:53:34.565,-14
"98370641",2017-08-27 08:53:34.569,-15
"98370651",2017-08-27 08:53:34.575,-16
"98370661",2017-08-27 08:53:34.579,-15
"98370671",2017-08-27 08:53:34.585,-12
"98370681",2017-08-27 08:53:34.589,-13
"98370691",2017-08-27 08:53:34.595,-16
"98370701",2017-08-27 08:53:34.599,-17
"98370711",2017-08-27 08:53:34.605,-16
"98370721",2017-08-27 08:53:34.609,-13
"98370731",2017-08-27 08:53:34.615,-11
"98370741",2017-08-27 08:53:34.619,-11
"98370751",2017-08-27 08:53:34.625,-11
"98370761",2017-08-27 08:53:34.630,-12
"98370771",2017-08-27 08:53:34.634,-13
"98370781",2017-08-27 08:53:34.640,-14
"98370791",2017-08-27 08:53:34.644,-14
"98370801",2017-08-27 08:53:34.650,-14
"98370811",2017-08-27 08:53:34.654,-12
"98370821",2017-08-27 08:53:34.660,-10
"98370831",2017-08-27 08:53:34.664,-11
"98370841",2017-08-27 08:53:34.670,-12
"98370851",2017-08-27 08:53:34.674,-12
"98370861",2017-08-27 08:53:34.680,-12
"98370871",2017-08-27 08:53:34.684,-12
"98370881",2017-08-27 08:53:34.690,-12
"98370891",2017-08-27 08:53:34.694,-10
"98370901",2017-08-27 08:53:34.700,-10
"98370911",2017-08-27 08:53:34.704,-10
"98370921",2017-08-27 08:53:34.710,-10
"98370931",2017-08-27 08:53:34.714,-10
"98370941",2017-08-27 08:53:34.720,-10
"98370951",2017-08-27 08:53:34.724,-10
"98370961",2017-08-27 08:53:34.730,-11
"98370971",2017-08-27 08:53:34.734,-11
"98370981",2017-08-27 08:53:34.740,-11
"98370991",2017-08-27 08:53:34.744,-11
"98371001",2017-08-27 08:53:34.750,-11
"98371011",2017-08-27 08:53:34.755,-11
"98371021",2017-08-27 08:53:34.759,-12
"98371031",2017-08-27 08:53:34.765,-12
"98371041",2017-08-27 08:53:34.769,-12
"98371051",2017-08-27 08:53:34.775,-12
"98371061",2017-08-27 08:53:34.779,-11
"98371071",2017-08-27 08:53:34.785,-9
"98371081",2017-08-27 08:53:34.789,-9
"98371091",2017-08-27 08:53:34.795,-10
"98371101",2017-08-27 08:53:34.799,-9
"98371111",2017-08-27 08:53:34.805,-9
"98371121",2017-08-27 08:53:34.809,-11
"98371131",2017-08-27 08:53:34.815,-10
"98371141",2017-08-27 08:53:34.819,-8
"98371151",2017-08-27 08:53:34.825,-8
"98371161",2017-08-27 08:53:34.829,-9
"98371171",2017-08-27 08:53:34.835,-9
"98371181",2017-08-27 08:53:34.839,-8
"98371191",2017-08-27 08:53:34.845,-7
"98371201",2017-08-27 08:53:34.849,-9
"98371211",2017-08-27 08:53:34.855,-10
"98371221",2017-08-27 08:53:34.859,-8
"98371231",2017-08-27 08:53:34.865,-7
"98371241",2017-08-27 08:53:34.869,-7
"98371251",2017-08-27 08:53:34.875,-7
"98371261",2017-08-27 08:53:34.880,-7
"98371271",2017-08-27 08:53:34.884,-8
"98371281",2017-08-27 08:53:34.890,-8
"98371291",2017-08-27 08:53:34.894,-7
"98371301",2017-08-27 08:53:34.900,-7
"98371311",2017-08-27 08:53:34.904,-7
"98371321",2017-08-27 08:53:34.910,-6
"98371331",2017-08-27 08:53:34.914,-6
"98371341",2017-08-27 08:53:34.920,-7
"98371351",2017-08-27 08:53:34.924,-6
"98371361",2017-08-27 08:53:34.930,-5
"98371371",2017-08-27 08:53:34.934,-5
"98371381",2017-08-27 08:53:34.940,-6
"98371391",2017-08-27 08:53:34.944,-8
"98371401",2017-08-27 08:53:34.950,-6
"98371411",2017-08-27 08:53:34.954,-4
"98371421",2017-08-27 08:53:34.960,-5
"98371431",2017-08-27 08:53:34.964,-6
"98371441",2017-08-27 08:53:34.970,-5
"98371451",2017-08-27 08:53:34.974,-5
"98371461",2017-08-27 08:53:34.980,-4
"98371471",2017-08-27 08:53:34.984,-4
"98371481",2017-08-27 08:53:34.990,-6
"98371491",2017-08-27 08:53:34.994,-6
"98371501",2017-08-27 08:53:35.000,-4
"98371511",2017-08-27 08:53:35.005,-4
"98371521",2017-08-27 08:53:35.009,-4
"98371531",2017-08-27 08:53:35.015,-5
"98371541",2017-08-27 08:53:35.019,-5
"98371551",2017-08-27 08:53:35.025,-5
"98371561",2017-08-27 08:53:35.029,-3
"98371571",2017-08-27 08:53:35.035,-2
"98371581",2017-08-27 08:53:35.039,-2
"98371591",2017-08-27 08:53:35.045,-3
"98371601",2017-08-27 08:53:35.049,-5
"98371611",2017-08-27 08:53:35.055,-5
"98371621",2017-08-27 08:53:35.059,-4
"98371631",2017-08-27 08:53:35.065,-4
"98371641",2017-08-27 08:53:35.069,-3
"98371651",2017-08-27 08:53:35.075,-2
"98371661",2017-08-27 08:53:35.079,-3
"98371671",2017-08-27 08:53:35.085,-5
"98371681",2017-08-27 08:53:35.089,-5
"98371691",2017-08-27 08:53:35.095,-3
"98371701",2017-08-27 08:53:35.099,-2
"98371711",2017-08-27 08:53:35.105,-4
"98371721",2017-08-27 08:53:35.109,-4
"98371731",2017-08-27 08:53:35.115,-2
"98371741",2017-08-27 08:53:35.119,-4
"98371751",2017-08-27 08:53:35.125,-4
"98371761",2017-08-27 08:53:35.130,-4
"98371771",2017-08-27 08:53:35.134,-5
"98371781",2017-08-27 08:53:35.140,-6
"98371791",2017-08-27 08:53:35.144,-6
"98371801",2017-08-27 08:53:35.150,-7
"98371811",2017-08-27 08:53:35.154,-6
"98371821",2017-08-27 08:53:35.160,-3
"98371831",2017-08-27 08:53:35.164,-2
"98371841",2017-08-27 08:53:35.170,-2
"98371851",2017-08-27 08:53:35.174,-1
"98371861",2017-08-27 08:53:35.180,0
"98371871",2017-08-27 08:53:35.184,0
"98371881",2017-08-27 08:53:35.190,2
"98371891",2017-08-27 08:53:35.194,2
"98371901",2017-08-27 08:53:35.200,0
"98371911",2017-08-27 08:53:35.204,-1
"98371921",2017-08-27 08:53:35.210,-4
"98371931",2017-08-27 08:53:35.214,-6
"98371941",2017-08-27 08:53:35.220,-6
"98371951",2017-08-27 08:53:35.224,-3
"98371961",2017-08-27 08:53:35.230,2
"98371971",2017-08-27 08:53:35.234,19
"98371981",2017-08-27 08:53:35.240,53
"98371991",2017-08-27 08:53:35.244,88
"98372001",2017-08-27 08:53:35.250,96
"98372011",2017-08-27 08:53:35.255,65
"98372021",2017-08-27 08:53:35.259,20
"98372031",2017-08-27 08:53:35.265,-3
"98372041",2017-08-27 08:53:35.269,-1
"98372051",2017-08-27 08:53:35.275,8
"98372061",2017-08-27 08:53:35.279,14
"98372071",2017-08-27 08:53:35.285,15
"98372081",2017-08-27 08:53:35.289,15
"98372091",2017-08-27 08:53:35.295,12
"98372101",2017-08-27 08:53:35.299,8
"98372111",2017-08-27 08:53:35.305,7
"98372121",2017-08-27 08:53:35.309,6
"98372131",2017-08-27 08:53:35.315,4
"98372141",2017-08-27 08:53:35.319,5
"98372151",2017-08-27 08:53:35.325,9
"98372161",2017-08-27 08:53:35.329,9
"98372171",2017-08-27 08:53:35.335,8
"98372181",2017-08-27 08:53:35.339,5
"98372191",2017-08-27 08:53:35.345,3
"98372201",2017-08-27 08:53:35.349,5
"98372211",2017-08-27 08:53:35.355,9
"98372221",2017-08-27 08:53:35.359,10
"98372231",2017-08-27 08:53:35.365,9
"98372241",2017-08-27 08:53:35.369,9
"98372251",2017-08-27 08:53:35.375,9
"98372261",2017-08-27 08:53:35.380,8
"98372271",2017-08-27 08:53:35.384,9
"98372281",2017-08-27 08:53:35.390,11
"98372291",2017-08-27 08:53:35.394,12
"98372301",2017-08-27 08:53:35.400,12
"98372311",2017-08-27 08:53:35.404,12
"98372321",2017-08-27 08:53:35.410,13
"98372331",2017-08-27 08:53:35.414,13
"98372341",2017-08-27 08:53:35.420,14
"98372351",2017-08-27 08:53:35.424,14
"98372361",2017-08-27 08:53:35.430,15
"98372371",2017-08-27 08:53:35.434,16
"98372381",2017-08-27 08:53:35.440,20
"98372391",2017-08-27 08:53:35.444,22
"98372401",2017-08-27 08:53:35.450,23
"98372411",2017-08-27 08:53:35.454,23
"98372421",2017-08-27 08:53:35.460,25
"98372431",2017-08-27 08:53:35.464,26
"98372441",2017-08-27 08:53:35.470,27
"98372451",2017-08-27 08:53:35.474,28
"98372461",2017-08-27 08:53:35.480,31
"98372471",2017-08-27 08:53:35.484,33
"98372481",2017-08-27 08:53:35.490,34
"98372491",2017-08-27 08:53:35.494,33
"98372501",2017-08-27 08:53:35.500,33
"98372511",2017-08-27 08:53:35.505,31
"98372521",2017-08-27 08:53:35.509,28
"98372531",2017-08-27 08:53:35.515,27
"98372541",2017-08-27 08:53:35.519,24
"98372551",2017-08-27 08:53:35.525,18
"98372561",2017-08-27 08:53:35.529,12
"98372571",2017-08-27 08:53:35.535,9
"98372581",2017-08-27 08:53:35.539,6
"98372591",2017-08-27 08:53:35.545,1
"98372601",2017-08-27 08:53:35.549,-4
"98372611",2017-08-27 08:53:35.555,-10
"98372621",2017-08-27 08:53:35.559,-13
"98372631",2017-08-27 08:53:35.565,-13
"98372641",2017-08-27 08:53:35.569,-13
